source_id	page_id	revision_id	revision_timestamp	revision_sha1	title	canonical_url	revision_url	acquisition_rows	disposition
wiki:fextralife:page-25745:revision-757173	25745	757173	2026-08-21T21:19:02Z	e3bd047cbad999c94e0db7ac2bf06c7d129dc8f8	Lost Ashes of War	https://eldenring.wiki.fextralife.com/Lost_Ashes_of_War	https://eldenring.wiki.fextralife.com/Lost_Ashes_of_War?oldid=757173	23	lead_only
wiki:fextralife:page-25928:revision-757144	25928	757144	2026-08-21T21:18:28Z	ba1ca152a9ebe1d35c6b88442e0aba5361410885	Cracked Pot	https://eldenring.wiki.fextralife.com/Cracked_Pot	https://eldenring.wiki.fextralife.com/Cracked_Pot?oldid=757144	30	lead_only
wiki:fextralife:page-26062:revision-756690	26062	756690	2026-08-21T21:09:22Z	fcddc9cec5bf3719691253758753a78031314e09	Pickled Turtle Neck	https://eldenring.wiki.fextralife.com/Pickled_Turtle_Neck	https://eldenring.wiki.fextralife.com/Pickled_Turtle_Neck?oldid=756690	13	lead_only
wiki:fextralife:page-26065:revision-756714	26065	756714	2026-08-21T21:09:51Z	b7a2434781708dc2d18e5c70cce9cfcc810ee1ad	Silver-Pickled Fowl Foot	https://eldenring.wiki.fextralife.com/Silver-Pickled_Fowl_Foot	https://eldenring.wiki.fextralife.com/Silver-Pickled_Fowl_Foot?oldid=756714	25	lead_only
wiki:fextralife:page-26082:revision-756713	26082	756713	2026-08-21T21:09:49Z	ad50efe43730f96d059893daba1c05dcff8d42d6	Silver Horn Tender	https://eldenring.wiki.fextralife.com/Silver_Horn_Tender	https://eldenring.wiki.fextralife.com/Silver_Horn_Tender?oldid=756713	20	lead_only
wiki:fextralife:page-26213:revision-756685	26213	756685	2026-08-21T21:09:16Z	2ee6479bdb1c95791c7f60591afa796b3f5d38dd	Magic Grease	https://eldenring.wiki.fextralife.com/Magic_Grease	https://eldenring.wiki.fextralife.com/Magic_Grease?oldid=756685	21	lead_only
wiki:fextralife:page-26351:revision-757250	26351	757250	2026-08-21T21:20:32Z	ebbbe8c2d6bba2b9dc182f4e6da1fc3a825f6954	Formic Rock	https://eldenring.wiki.fextralife.com/Formic_Rock	https://eldenring.wiki.fextralife.com/Formic_Rock?oldid=757250	10	lead_only
wiki:fextralife:page-26401:revision-756691	26401	756691	2026-08-21T21:09:23Z	4c4282564b4cc7a83003ad10b3d299271b786997	Poison Grease	https://eldenring.wiki.fextralife.com/Poison_Grease	https://eldenring.wiki.fextralife.com/Poison_Grease?oldid=756691	13	lead_only
wiki:fextralife:page-26444:revision-757289	26444	757289	2026-08-21T21:21:18Z	48fa6a5e7d80337a28b5cc7d13d8710572d2b3d3	Slumbering Egg	https://eldenring.wiki.fextralife.com/Slumbering_Egg	https://eldenring.wiki.fextralife.com/Slumbering_Egg?oldid=757289	15	lead_only
wiki:fextralife:page-26445:revision-757264	26445	757264	2026-08-21T21:20:49Z	938819e3be811669ede21222ec06c7df53381956	Hefty Beast Bone	https://eldenring.wiki.fextralife.com/Hefty_Beast_Bone	https://eldenring.wiki.fextralife.com/Hefty_Beast_Bone?oldid=757264	20	lead_only
wiki:fextralife:page-26452:revision-757169	26452	757169	2026-08-21T21:18:57Z	a31c9b0ba91e995a02408b3440e80e5ec25efdf4	Hefty Cracked Pot	https://eldenring.wiki.fextralife.com/Hefty_Cracked_Pot	https://eldenring.wiki.fextralife.com/Hefty_Cracked_Pot?oldid=757169	27	lead_only
wiki:fextralife:page-26475:revision-756692	26475	756692	2026-08-21T21:09:24Z	d4ed8a07d248d085ca3257f1f148a394d1594b13	Poisonbone Dart	https://eldenring.wiki.fextralife.com/Poisonbone_Dart	https://eldenring.wiki.fextralife.com/Poisonbone_Dart?oldid=756692	15	lead_only
wiki:fextralife:page-26480:revision-756604	26480	756604	2026-08-21T21:07:37Z	3374693fa15f906f53dbb7032eae89c87dcdfe7a	Bewitching Branch	https://eldenring.wiki.fextralife.com/Bewitching_Branch	https://eldenring.wiki.fextralife.com/Bewitching_Branch?oldid=756604	83	lead_only
wiki:fextralife:page-26519:revision-757556	26519	757556	2026-08-21T21:26:31Z	1650e32a9cdb8bc7593137ba2bbc516042175959	Black-Key Bolt	https://eldenring.wiki.fextralife.com/Black-Key_Bolt	https://eldenring.wiki.fextralife.com/Black-Key_Bolt?oldid=757556	8	lead_only
wiki:fextralife:page-26597:revision-756640	26597	756640	2026-08-21T21:08:22Z	91689a59d9e7199b5dcf902e76a5787f99e9612f	Frenzyflame Stone	https://eldenring.wiki.fextralife.com/Frenzyflame_Stone	https://eldenring.wiki.fextralife.com/Frenzyflame_Stone?oldid=756640	17	lead_only
wiki:fextralife:page-26732:revision-757239	26732	757239	2026-08-21T21:20:19Z	6afa5feb66bced4cc324ec0b7829b545761b88e6	Crystal Bud	https://eldenring.wiki.fextralife.com/Crystal_Bud	https://eldenring.wiki.fextralife.com/Crystal_Bud?oldid=757239	12	lead_only
wiki:fextralife:page-26753:revision-756611	26753	756611	2026-08-21T21:07:45Z	01313c403bb70b9ff0bd110596e0c180aa0ab168	Crystal Dart	https://eldenring.wiki.fextralife.com/Crystal_Dart	https://eldenring.wiki.fextralife.com/Crystal_Dart?oldid=756611	22	lead_only
wiki:fextralife:page-26780:revision-756696	26780	756696	2026-08-21T21:09:29Z	563b5241066bef993c516a4b02d816008d3ac6a0	Preserving Boluses	https://eldenring.wiki.fextralife.com/Preserving_Boluses	https://eldenring.wiki.fextralife.com/Preserving_Boluses?oldid=756696	18	lead_only
wiki:fextralife:page-26810:revision-756666	26810	756666	2026-08-21T21:08:53Z	beb2f676b67ef2ce7343ec23ebb9e479cb11e869	Hero's Rune (2)	https://eldenring.wiki.fextralife.com/Hero's_Rune_(2)	https://eldenring.wiki.fextralife.com/Hero's_Rune_(2)?oldid=756666	9	lead_only
wiki:fextralife:page-26826:revision-757252	26826	757252	2026-08-21T21:20:35Z	5e8ac9f5a285198105b35c7bfa0f3ff6b9b4e9d0	Frozen Maggot	https://eldenring.wiki.fextralife.com/Frozen_Maggot	https://eldenring.wiki.fextralife.com/Frozen_Maggot?oldid=757252	10	lead_only
wiki:fextralife:page-26834:revision-756668	26834	756668	2026-08-21T21:08:56Z	886299defdb2daad9592472d34e0387b5a8d371b	Hero's Rune (5)	https://eldenring.wiki.fextralife.com/Hero's_Rune_(5)	https://eldenring.wiki.fextralife.com/Hero's_Rune_(5)?oldid=756668	10	lead_only
wiki:fextralife:page-26905:revision-756612	26905	756612	2026-08-21T21:07:46Z	bbfeee0b76775dccaae18cc4b3cc8faf6b555b6f	Cuckoo Glintstone	https://eldenring.wiki.fextralife.com/Cuckoo_Glintstone	https://eldenring.wiki.fextralife.com/Cuckoo_Glintstone?oldid=756612	17	lead_only
wiki:fextralife:page-26907:revision-757232	26907	757232	2026-08-21T21:20:11Z	3101e4d239f2260b21e789876e3033dc0c19a039	Black Pyrefly	https://eldenring.wiki.fextralife.com/Black_Pyrefly	https://eldenring.wiki.fextralife.com/Black_Pyrefly?oldid=757232	30	lead_only
wiki:fextralife:page-26919:revision-757603	26919	757603	2026-08-21T21:27:27Z	818edbe6489a29436b3085c8c4be3bd0b13ce3b8	Furlcalling Finger Remedy	https://eldenring.wiki.fextralife.com/Furlcalling_Finger_Remedy	https://eldenring.wiki.fextralife.com/Furlcalling_Finger_Remedy?oldid=757603	47	lead_only
wiki:fextralife:page-27019:revision-756729	27019	756729	2026-08-21T21:10:08Z	4126621c9346c7b21219e7a79aad08c13d7ffc34	Warming Stone	https://eldenring.wiki.fextralife.com/Warming_Stone	https://eldenring.wiki.fextralife.com/Warming_Stone?oldid=756729	28	lead_only
wiki:fextralife:page-27162:revision-757147	27162	757147	2026-08-21T21:18:32Z	fd080eb07dc6892952afcf71dc1d70ae338dded5	Cursemark of Death	https://eldenring.wiki.fextralife.com/Cursemark_of_Death	https://eldenring.wiki.fextralife.com/Cursemark_of_Death?oldid=757147	3	lead_only
wiki:fextralife:page-27254:revision-756669	27254	756669	2026-08-21T21:08:57Z	42b4a57ed1c244d0bc8e2d16aed63f7030d50fdb	Holy Grease	https://eldenring.wiki.fextralife.com/Holy_Grease	https://eldenring.wiki.fextralife.com/Holy_Grease?oldid=756669	18	lead_only
wiki:fextralife:page-27363:revision-757278	27363	757278	2026-08-21T21:21:05Z	7386baa3b2ee45fd3eca2c1e389a6cd18d02508a	Rada Fruit	https://eldenring.wiki.fextralife.com/Rada_Fruit	https://eldenring.wiki.fextralife.com/Rada_Fruit?oldid=757278	26	lead_only
wiki:fextralife:page-27371:revision-756715	27371	756715	2026-08-21T21:09:52Z	144c3a59f30f93fbc3615c6916522d18f8523fc9	Soap	https://eldenring.wiki.fextralife.com/Soap	https://eldenring.wiki.fextralife.com/Soap?oldid=756715	14	lead_only
wiki:fextralife:page-27378:revision-756716	27378	756716	2026-08-21T21:09:53Z	50a37aba25d5db2bfeb8739a84c482e9a3ba6230	Soft Cotton	https://eldenring.wiki.fextralife.com/Soft_Cotton	https://eldenring.wiki.fextralife.com/Soft_Cotton?oldid=756716	15	lead_only
wiki:fextralife:page-27567:revision-756686	27567	756686	2026-08-21T21:09:17Z	88fa5d8af8f60123f23487f2ea2061b3ad4c624a	Marika's Rune	https://eldenring.wiki.fextralife.com/Marika's_Rune	https://eldenring.wiki.fextralife.com/Marika's_Rune?oldid=756686	5	lead_only
wiki:fextralife:page-27577:revision-756717	27577	756717	2026-08-21T21:09:54Z	74e975bb3e525798f77173c4d972fb0e1e65f6df	Soporific Grease	https://eldenring.wiki.fextralife.com/Soporific_Grease	https://eldenring.wiki.fextralife.com/Soporific_Grease?oldid=756717	10	lead_only
wiki:fextralife:page-27595:revision-756606	27595	756606	2026-08-21T21:07:39Z	b2952590217e54d4430a299ee8a11577bb22e132	Blood Grease	https://eldenring.wiki.fextralife.com/Blood_Grease	https://eldenring.wiki.fextralife.com/Blood_Grease?oldid=756606	9	lead_only
wiki:fextralife:page-27711:revision-756697	27711	756697	2026-08-21T21:09:30Z	a99f4944e3aa36ea1b598823addd36fdf903d052	Rainbow Stone	https://eldenring.wiki.fextralife.com/Rainbow_Stone	https://eldenring.wiki.fextralife.com/Rainbow_Stone?oldid=756697	16	lead_only
wiki:fextralife:page-28016:revision-756730	28016	756730	2026-08-21T21:10:10Z	73ee30b07cd215d1e50bd82afdcab5687f6b65f2	Well-Pickled Turtle Neck	https://eldenring.wiki.fextralife.com/Well-Pickled_Turtle_Neck	https://eldenring.wiki.fextralife.com/Well-Pickled_Turtle_Neck?oldid=756730	14	lead_only
wiki:fextralife:page-28073:revision-757224	28073	757224	2026-08-21T21:20:02Z	02ec766fe55a0c360f5a20b571e05ebc81b05e22	Whetstone Knife	https://eldenring.wiki.fextralife.com/Whetstone_Knife	https://eldenring.wiki.fextralife.com/Whetstone_Knife?oldid=757224	5	lead_only
wiki:fextralife:page-28130:revision-753142	28130	753142	2026-08-14T16:59:18Z	49607a8333baf4b32768fe933421d79a69000bc0	Raw Meat Dumpling	https://eldenring.wiki.fextralife.com/Raw_Meat_Dumpling	https://eldenring.wiki.fextralife.com/Raw_Meat_Dumpling?oldid=753142	25	lead_only
wiki:fextralife:page-28191:revision-756718	28191	756718	2026-08-21T21:09:55Z	1b7dc57c5ab20ede7ab7afb6c6f0c9b35c699b23	Spellproof Dried Liver	https://eldenring.wiki.fextralife.com/Spellproof_Dried_Liver	https://eldenring.wiki.fextralife.com/Spellproof_Dried_Liver?oldid=756718	10	lead_only
wiki:fextralife:page-28196:revision-757542	28196	757542	2026-08-21T21:26:14Z	901e45d5bde88bf844189354240a09655f344e75	Igon's Greatbow	https://eldenring.wiki.fextralife.com/Igon's_Greatbow	https://eldenring.wiki.fextralife.com/Igon's_Greatbow?oldid=757542	12	lead_only
wiki:fextralife:page-28270:revision-757172	28270	757172	2026-08-21T21:19:01Z	d1495ac2b7b969a7e26ffdab7a90144855375d6d	Imbued Sword Key	https://eldenring.wiki.fextralife.com/Imbued_Sword_Key	https://eldenring.wiki.fextralife.com/Imbued_Sword_Key?oldid=757172	7	lead_only
wiki:fextralife:page-28291:revision-756672	28291	756672	2026-08-21T21:09:01Z	fdb32d1c0e01b98282512959ce25197bbb02a630	Immunizing Cured Meat	https://eldenring.wiki.fextralife.com/Immunizing_Cured_Meat	https://eldenring.wiki.fextralife.com/Immunizing_Cured_Meat?oldid=756672	14	lead_only
wiki:fextralife:page-28314:revision-757197	28314	757197	2026-08-21T21:19:30Z	78365953a970173f2c46a95f108e224e03e12fb4	Memory Stone	https://eldenring.wiki.fextralife.com/Memory_Stone	https://eldenring.wiki.fextralife.com/Memory_Stone?oldid=757197	15	lead_only
wiki:fextralife:page-28430:revision-757241	28430	757241	2026-08-21T21:20:22Z	4e64512a5e26d6fb5dc6e264227465595db52cce	Deep-Purple Lily	https://eldenring.wiki.fextralife.com/Deep-Purple_Lily	https://eldenring.wiki.fextralife.com/Deep-Purple_Lily?oldid=757241	13	lead_only
wiki:fextralife:page-28590:revision-744483	28590	744483	2026-08-10T19:04:51Z	2bfebd5651f0897423db74ca85f11f14d7a94601	Red Fulgurbloom	https://eldenring.wiki.fextralife.com/Red_Fulgurbloom	https://eldenring.wiki.fextralife.com/Red_Fulgurbloom?oldid=744483	9	lead_only
wiki:fextralife:page-28715:revision-756641	28715	756641	2026-08-21T21:08:23Z	f3ffb94c9630b539191e3081c81023e313b0a8ea	Glass Shard	https://eldenring.wiki.fextralife.com/Glass_Shard	https://eldenring.wiki.fextralife.com/Glass_Shard?oldid=756641	21	lead_only
wiki:fextralife:page-28745:revision-757280	28745	757280	2026-08-21T21:21:07Z	95546df1faf6541eafce090494ef82f2e273b9f4	Redflesh Mushroom	https://eldenring.wiki.fextralife.com/Redflesh_Mushroom	https://eldenring.wiki.fextralife.com/Redflesh_Mushroom?oldid=757280	24	lead_only
wiki:fextralife:page-28768:revision-757242	28768	757242	2026-08-21T21:20:23Z	6b4d3da534547cbb682fbeb2e706e9ac6d505adb	Dewgem	https://eldenring.wiki.fextralife.com/Dewgem	https://eldenring.wiki.fextralife.com/Dewgem?oldid=757242	20	lead_only
wiki:fextralife:page-28884:revision-757257	28884	757257	2026-08-21T21:20:40Z	5cf66ead7fa8a6069f114361065a8df57e18fe40	Glintstone Firefly	https://eldenring.wiki.fextralife.com/Glintstone_Firefly	https://eldenring.wiki.fextralife.com/Glintstone_Firefly?oldid=757257	21	lead_only
wiki:fextralife:page-28922:revision-757557	28922	757557	2026-08-21T21:26:32Z	c9ea7c3b4558d6d570d0f006c6acc8ab33a226fa	Bolt	https://eldenring.wiki.fextralife.com/Bolt	https://eldenring.wiki.fextralife.com/Bolt?oldid=757557	25	lead_only
wiki:fextralife:page-28942:revision-756687	28942	756687	2026-08-21T21:09:18Z	2b565af2f92b8289d4225a9c174d4c910865be04	Messmerfire Grease	https://eldenring.wiki.fextralife.com/Messmerfire_Grease	https://eldenring.wiki.fextralife.com/Messmerfire_Grease?oldid=756687	14	lead_only
wiki:fextralife:page-28953:revision-757291	28953	757291	2026-08-21T21:21:21Z	dacb7e7e6dd6f04f293d239d60aa4ef6e37d55e6	Spirit Calculus	https://eldenring.wiki.fextralife.com/Spirit_Calculus	https://eldenring.wiki.fextralife.com/Spirit_Calculus?oldid=757291	8	lead_only
wiki:fextralife:page-29053:revision-757292	29053	757292	2026-08-21T21:21:22Z	b8beac55702b0563ebad2b3525dc2740034d846a	Spiritgrave Stone	https://eldenring.wiki.fextralife.com/Spiritgrave_Stone	https://eldenring.wiki.fextralife.com/Spiritgrave_Stone?oldid=757292	11	lead_only
wiki:fextralife:page-29055:revision-756698	29055	756698	2026-08-21T21:09:32Z	cad4d112a675a47f08a8a124a6d85e93a2fa250c	Rejuvenating Boluses	https://eldenring.wiki.fextralife.com/Rejuvenating_Boluses	https://eldenring.wiki.fextralife.com/Rejuvenating_Boluses?oldid=756698	12	lead_only
wiki:fextralife:page-29065:revision-756644	29065	756644	2026-08-21T21:08:26Z	5d76508999fb38a97e9735f322e5c984410c6004	Glowstone	https://eldenring.wiki.fextralife.com/Glowstone	https://eldenring.wiki.fextralife.com/Glowstone?oldid=756644	12	lead_only
wiki:fextralife:page-29111:revision-757575	29111	757575	2026-08-21T21:26:54Z	bb7e38d05f2826086b554410d0b201f271e597c7	St. Trina's Arrow	https://eldenring.wiki.fextralife.com/St._Trina's_Arrow	https://eldenring.wiki.fextralife.com/St._Trina's_Arrow?oldid=757575	9	lead_only
